"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"Samudera Kasih Allah; kumpulan renungan para uskup","Text","","978-623-91427-0-4","Yayasan Hidup Katolik","","","","254 SAM s","Indonesia","","254 SAM s","","cover_samudera-kasih-allah-kumpulan-renungan-para-uskup-20240816110615.jpg","","<Sulistyo, Harry>","","<6640/22>"
"Pesan-Pesan Kurban Ekaristi Hari Minggu Dan Hari Raya Tahun ABC","Text","","978-979-565-662-3","OBOR","2013","","","248.34 SUT p","Indonesia","Jakarta","248.34 SUT p","","cover_pesan-pesan-kurban-ekaristi-hari-minggu-dan-hari-raya-tahun-abc-20241125111836.jpg","","<St. Sutopanitro>","","<7513/22>"
"Kunci Kebahagiaan; renungan tematis","Text","","978-979-565-704-0","OBOR","2014","","","252 BEU k","Indonesia","Jakarta","252 BEU k","","cover_kunci-kebahagiaan-renungan-tematis-20240902095828.jpg","","<Beurden, Leo, Van>","","<0462/23>"
"Perkawinan Katolik; pedoman memperoleh dispensasi gereja","Text","","978-979-25-4833-2","Lamalera","2011","381hlm;120x190mm","","248.4 BAL p","Indonesia","Yogyakarta","248.4 BAL p","","cover_perkawinan-katolik-pedoman-memperoleh-dispensasi-gereja-20241125105923.jpeg","","<Balun, Bernard,>","","<5639/22><5792/22>"
"Peran Awam Dalam Hidup Menggereja Dan Memasyarakat","Text","","","Fakultas Teologi Sadar","","","","253 PER p","Indonesia","","253 PER p","","","","<Fakultas Teologi Universitas Sanata Dharma>","","<5443/22>"
"Yesus Sebagai Karunia; Renungan-renungan tentang sang putra","Text","","979-565-077-7","OBOR","1999","","","248.4 QUI y","Indonesia","Jakarta","248.4 QUI y","","cover_yesus-sebagai-karunia-renungan-renungan-tentang-sang-putra-20241126075603.jpg","","<Quinlivan, Francis>","<SPIRITUAL RENEWAL>","<9229/22>"
"Buku Pegangan Pemimpin Kelompok Kecil","Text","","","Perkantas","1996","","","248.8 BER b","Indonesia","Jakarta","248.8 BER b","","cover_buku-pegangan-pemimpin-kelompok-kecil-20240205102742.jpeg","","<BArker, Steve>","","<2151/23>"
"Imam Diosesan Dalam Suka Dan Duka Bersama Umat","Text","","979-719-359-3","Yayasan Pustaka Nusantara","2006","","","253 IMA i","Indonesia","Yogyakarta","253 IMA i","","cover_imam-diosesan-dalam-suka-dan-duka-bersama-umat-20240904152719.jpg","","<Purnomo, Aloys Budi.>","","<1106/22>"
"Spiritualitas Imam; menghidupkan kembali spirityualitas tahbisan","Text","","979-719-198-4","Yayasan Pustaka Nusantara","2004","","","248.4802 TIN s","Indonesia","Yogyakarta","248.4802 TIN s","","6131-22.jpg.jpg","","<Leu, Anselmus>","","<6131/22><0104/23>"
"Teologi Keluarga","Text","","979-672-642-4","Kanisius","2001","","","248.4 EMI t","Indonesia","Yogyakarta","248.4 EMI t","","cover_teologi-keluarga-20240620103228.jpg","","<Eminyan, Maurice.>","","<1967/22>"
"Seputar Teologi Operatif","Text","","979-497-161-8","Kanisius","1994","242hlm","","253 ABE s","Indonesia","Yogyakarta","253 ABE s","","cover_seputar-teologi-operatif-20241204105754.jpg","","<B.A. Abednego.>","","<8260/22><8261/22><8262/22><2843/23>"
"Rangkaian Kisah Bermakna 100 Cerita Bijak","Text","","979-565-052-1","OBOR","1995","","","248.892 CAV r","Indonesia","Jakarta","248.892 CAV r","","cover_rangkaian-kisah-bermakna-100-cerita-bijak-20240813155059.jpg","","","","<0571/23>"
"Pelayanan Pastoral Kepada Orang Berduka","Text","","978-979-415-613-1","PT BPK Gunung Mulia.","2007","180hlm;21cm","","253 ABI p","Indonesia","jakar","253 ABI p","","cover_pelayanan-pastoral-kepada-orang-berduka-20240715115930.jpeg","","<J.L. Ch. Abineno>","","<2266/22><5542/22>"
"Spiritualitas Kaum Muda","Text","","","Kanisius","1987","","","248.8 CHA s","Indonesia","Yogyakarta","248.8 CHA s","","cover_spiritualitas-kaum-muda-20240112085128.jpg","","<Charles, Shelton>","","<1247/23><1248/23>"
"Cinta Yang Mengabdi","Text","","","Nusa Indah","1988","","","248.4 HAY c","Indonesia","Flores, NTT","248.4 HAY c","","cover_cinta-yang-mengabdi-20241125152507.jpeg","","<Hayon, Niko>","","<3421/22>"
"Umat Allah Menegaskan Arah; komentar atas arah asar keuskupan Agung Semarang 1990-1995","Text","","979-413-326-4","Kanisius","1990","","","253 BAN u","Indonesia","Yogyakarta","253 BAN u","","cover_umat-allah-menegaskan-arah-komentar-atas-arah-asar-keuskupan-agung-se-20241204113539.jpeg","","<Banawiratma>","","<7435/22><7436/22><7437/22>"
"Dads, Catholic Style Gaya Bapak Katolik","Text","","979-497-956-2","Kanisius","1998","","","248.8 DOD g","Indonesia","Yogyakarta","248.8 DOD g","","cover_dads-catholic-style-gaya-bapak-katolik-20240704123919.jpeg","","<Dodds, Bill>","","<6244/22>"
"Sikap Dasar Kristiani; Buah renungan tom jacobs","Text","","","Kanisius","1985","","","248.4 JAC s","Indonesia","Yogyakarta","248.4 JAC s","","cover_sikap-dasar-kristiani-buah-renungan-tom-jacobs-20240902100016.jpg","","<Tom Jacobs>","","<0466/23>"
"I Call You Friends; Kamulah sahabat-sahabat-Ku","Text","","978-979-26-1403-9","Dioma","2012","","","248.4 RAD i","Indonesia","Malang","248.4 RAD i","","cover_i-call-you-friends-kamulah-sahabat-sahabat-ku-20241126092517.jpg","","<Radcliffe, Timothy>","<SPIRITUAL RENEWAL>","<1590/23>"
"Inspirasi Sabda Masa Biasa Tahun ABC","Text","","979-565-411-X","","","","","238 Rah i-1","Indonesia","","NONE","","7343-22.jpg.jpg","","<Raho, Bernard.>","","<7343/22>"
"Spiritualitas Alkitabiah; spiritualitas kontemplatifdan keterlibatan","Text","","979-3500-29-8","","","","","248.4 TIS s","Indonesia","","248.4 TIS s","","cover_spiritualitas-alkitabiah-spiritualitas-kontemplatifdan-keterlibatan-20240112090254.jpeg","","<Tisera,Guido>","","<7786/22><7926/22><7927/22>"
"Kasih Pastoral Dan Kasih Pastoral","Text","","979-8948-32-7","","","","","253 BUD k","Indonesia","","253 BUD k","","cover_kasih-pastoral-dan-kasih-pastoral-20241204145539.jpeg","","<Purnomo, Aloys Budi>","","<8118/22>"
"Kebebasan Berserikat Bagi Imam Diosesan","Text","","979-719-140-0","Yayasan Pustaka Nusantara","2004","112hlm","","253.2 BOY k","Indonesia","Yogyakarta","253.2 BOY k","","cover_kebebasan-berserikat-bagi-imam-diosesan-20241204150423.jpeg","","<Boylon, John.>","","<6194/22><6195/22>"
"Penyembuhan Luka Batin; konseling dan metode terapi sederhana untuk inner healing","Text","","978-979-19476-8-8","SMK grafika Mardi yuana","2013","","","248.4 SEB p","Indonesia","Bogor","248.4 SEB p","","cover_penyembuhan-luka-batin-konseling-dan-metode-terapi-sederhana-untuk-in-20241126094907.jpg","","<Sebatu, Alfons.>","<SPIRITUAL RENEWAL>","<6254/22>"
"Dipanggil Menuju Kesempurnaan Bapa Kumpulan Doa Meditatif","Text","","979-95143-5-5","Gapura","1999","","","248.4 PON d","Indonesia","","248.4 PON d","","cover_dipanggil-menuju-kesempurnaan-bapa-kumpulan-doa-meditatif-20240821092032.jpg","","<Ponomban, terru>","","<0873/23>"
"Telaah Sosio-Pastoral Tentang Manusia","Text","","","Celesty Hieronika","2000","","","253 BOU t","Indonesia","Jakarta","253 BOU t","","cover_telaah-sosio-pastoral-tentang-manusia-20241204151517.jpeg","","<Bouman, Josef>","","<8102/22><8103/22>"
"80 Tanya Jawab Seputar Iman Dan Keluarga","Text","","978-979-21-5058-2","Kanisius","2017","","","248.4 PRI t","Indonesia","Yogyakarta","248.4 PRI t","","cover_80-tanya-jawab-seputar-iman-dan-keluarga-20240903145308.jpg","","<Prihadi, Luhur>","","<7191/22>"
"Kota dan Religiositas; Pembaruan berdasar tradisi sehat","Text","cet,1","979-3500-94-8","Dioma","2006","","","248.4 KRI k","Indonesia","Malang","248.4 KRI k","","cover_kota-dan-religiositas-pembaruan-berdasar-tradisi-sehat-20231115130927.jpg","","<Kristiyanto, Eddy.>","","<6520/22><6521/22>"
"Dicari Kaum Berjubah Yang Inklusif-Pluralis; pernik-pernik refleksi seputar panggilan","Text","","979-719-170-2","Yayasan Pustaka Nusantara","2004","","","253 BUD d","Indonesia","Yogyakarta","253 BUD d","","6196-22.jpg.jpg","","<Purnomo, Aloys Budi>","","<6196/22>"
"Setelah Setengah Abad; kemana kita melangkah?: merayakan, merefleksikan, dan mewujudkan roh konsoli vatikan  II","Text","","978-979-21-4500-72","Kanisius","2015","","","248.4 UTA s","Indonesia","Yogyakarta","248.4 UTA s","","cover_setelah-setengah-abad-kemana-kita-melangkah-merayakan-merefleksika-20240510090311.jpg","","<Utama, ignatius>","","<8207/22>"
"Untung, Hidup Itu Perutusan","Text","","979-21-1170-0","Kanisius","2005","","","253 BUD u","Indonesia","Yogyakarta","253 BUD u","","cover_untung-hidup-itu-perutusan-20241204152753.jpeg","","<Purnomo, Aloys Budi>","","<3007/23>"
"Membangun Keluarga Kristiani; team pembinaan persiapan berkeluarga","Text","","979-413-279-9","Kanisius","1981","","","248.4 WIG m","Indonesia","Yogyakarta","248.4 WIG m","","cover_membangun-keluarga-kristiani-team-pembinaan-persiapan-berkeluarga-20241126080535.jpeg","","<Al. Budyapranata.>","","<5082/22><6249/22><6310/22><6311/22><6498/22>"
"Otoritas Sebagai Anugerah","Text","","","","2018","","","248.4 VAN o","Indonesia","","248.4 VAN o","","cover_otoritas-sebagai-anugerah-20241126080752.jpg","","<Vanier, Jean>","","<1167/23><1168/23><1169/23><1170/23><1171/23><1172/23><1173/23><1174/23><0087/24><0585/24><0112/25>"
"Bapa Kami Pembebasan;  Doa Yesus yang Menakjubkan","Text","","978-979-565-553-4","OBOR","2010","","","248.4 VIN b","Indonesia","Jakarta","248.4 VIN b","","cover_bapa-kami-pembebasan-doa-yesus-yang-menakjubkan-20240826152143.jpg","","<Sugiatno, Theresia>","","<1041/23>"
"Radical Optimism; rooting Ourselves in reality","Text","","0-8245-1354-1","","1930","","","248.4 BRU r","Indonesia","New York","248.4 BRU r","","cover_radical-optimism-rooting-ourselves-in-reality-20240828100604.jpg","","<Bruteau, Beatrice>","","<0733/23>"
"Dalam Untung Dan Malang; ikatan janji perkawinan","Text","","979-413-232-2","Kanisius","1990","","","248.4 BUR d","Indonesia","Yogyakarta","248.4 BUR d","","cover_dalam-untung-dan-malang-ikatan-janji-perkawinan-20240719154346.jpeg","","<Burtchaell, James Tunstead>","","<5903/22>"
"Dia Dan Aku; hikmat mencapai pendewasaan hidup rohani","Text","","979-565-006-8","OBOR","1994","","","248.4 BOS d","Indonesia","Jakarta","248.4 BOS d","","cover_dia-dan-aku-hikmat-mencapai-pendewasaan-hidup-rohani-20240819150303.jpg","","","","<0806/22>"
"Anda Dilahirkan Untuk Mencintai","Text","","979-413-996-3","Kanisius","1996","","","248.4 BOS a","Indonesia","Yogyakarta","248.4 BOS a","","cover_anda-dilahirkan-untuk-mencintai-20240730094332.jpg","","<Biosmans, Phil>","","<0623/23>"
"I love You Still; untuk mempertahankan cinta Anda harus tertawa","Text","","","Interaksara.","","","","248.4 BOL l","Indonesia","","248.4 BOL l","","cover_i-love-you-still-untuk-mempertahankan-cinta-anda-harus-tertawa-20240719154133.jpg","","<Hope, Bob>","","<0665/22>"
"Membangun Rumah Tangga Sebagai Gereja Rumah Tangga","Text","","979-719-343-8","Yayasan Pustaka Nusantara","2006","103hlm","","248.4 BAG m","Indonesia","Yogyakarta","248.4 BAG m","","cover_membangun-rumah-tangga-sebagai-gereja-rumah-tangga-20241125110910.jpg","","<Bagiyowinadi, Didik.>","","<6304/22>"
"Jalan Menuju Kehidupan 3","Text","","978-979-565-652-4","OBOR","2013","250hlm","","248.34 PIE j","Indonesia","Jakarta","248.34 PIE j","","cover_jalan-menuju-kehidupan-3-20240307115458.jpg","","<Pierse, Gerry>","","<7347/22>"
"In Memoriam; Renungan atas penagalaman ditinggalkan","Text","","979-497-529-X","Kanisius","1997","","","248.34 NOU i","Indonesia","Yogyakarta","248.34 NOU i","","","","<Nouwen, Henri.>","","<5584/22>"
"Perjalanan Rohani Kedua Belas Murid Menurut Injil Markus","Text","","979-413-600-X","Kanisius","1991","","","248.34 MAR p","Indonesia","Yogyakarta","248.34 MAR p","","cover_perjalanan-rohani-kedua-belas-murid-menurut-injil-markus-20240812124639.jpg","","<Martini, Kardinal>","","<0702/23><0703/23><0704/23>"
"Open Mind Open Heart; dimensin kontemplatif injil","Text","","979-21-0945-5","Kanisius","2004","","","248.34 KEA o","Indonesia","Yogyakarta","248.34 KEA o","","cover_open-mind-open-heart-dimensin-kontemplatif-injil-20240725102308.jpeg","","<Keating Thomas>","","<1049/23>"
"Your Sorrow Is My Sorrow","Text","","979-3106-47-6","Dioma","","","","248.4 RUP y","Indonesia","Malang","248.4 RUP y","","cover_your-sorrow-is-my-sorrow-20241126082848.jpg","","<Rupp, Joyce>","<SPIRITUAL RENEWAL>","<4976/22>"
"Perkawinan Menurut Islam Dan Katolik Implikasinya Dalam Kawin Campur","Text","","979-413-356-6","Kanisius","1990","84hlhm;20x12.5cm","","248.4 PUR p","Indonesia","Yogyakarta","248.4 PUR p","","cover_perkawinan-menurut-islam-dan-katolik-implikasinya-dalam-kawin-campur-20240701102830.jpeg","","<Hadiwardoyo, Al. Purwa.>","","<5869/22><5870/22>"
"Langkah-Langkah Indah Menjadikan Hidup Lebih Berarti","Text","","979-719-461-2","Pustaka Nusatama","2009","","","248.4 PRI i","Indonesia","","248.4 PRI i","","cover_langkah-langkah-indah-menjadikan-hidup-lebih-berarti-20240730092414.jpg","","<Pristio, Adrian>","","<0595/23>"
"Komunitas Alternatif; hidup bersama menebarkan kasih","Text","","979-672-225-9","Kanisius","1998","","","248.4 NOU","Indonesia","Yogyakarta","248.4 NOU","","cover_komunitas-alternatif-hidup-bersama-menebarkan-kasih-20241126083811.jpg","","<I. Suharyo><Vanier, Jean><Nouwen, Henri J.M.>","<SPIRITUAL RENEWAL>","<0973/22>"
"Peacework; mengakar budaya damai","Text","","978-979-21-1666-3","Kanisius","2007","","","248.4 NOU p","Indonesia","Yogyakarta","248.4 NOU p","","","","<Nouwen, Henri>","","<0566/23>"
"Let's do; Something beautiful for God : "" Saya membutuhkan jiwa-jiwa untuk berdoa","Text","","","","","","","248.2 DOA","Indonesia","","248.2 DOA","","","","<Ibu teresa>","","<4872/22>"
"Kaul; harta melimpah dalam bejana tanah liat","Text","","","Kanisius","1987","","","248.47 RID k","Indonesia","Yogyakarta","248.47 RID k","","cover_kaul-harta-melimpah-dalam-bejana-tanah-liat-20240606110458.jpeg","","<Ridick, Joyce>","","<6112/22><6113/22>"
"Hidup Murni; Budaya Indonesia dan Tradisi Kitab Suci","Text","","","Kanisius","","","","248.47 DAR h","Indonesia","Yogyakarta","248.47 DAR h","","cover_hidup-murni-budaya-indonesia-dan-tradisi-kitab-suci-20240611114612.jpeg","","<Darmawijaya>","","<3862/22><0722/23><0723/23><0724/23><2651/23>"
"Can Man Live Without God","Text","","","","","","","248.4 ZAC d","Indonesia","","248.4 ZAC d","","cover_can-man-live-without-god-20240227090401.jpg","","<Zacharias, Ravi>","","<7768/22>"
"Life-Giving Love Cinta Yang Memberi Hidup Menemukan Rancangan Indah Bagi Allah Bagi Perkawinan Anda","Text","","979-26-1346-3","Dioma","2007","","","248.4 HAH c","Indonesia","Malang","248.4 HAH c","","cover_life-giving-love-cinta-yang-memberi-hidup-menemukan-rancangan-indah-ba-20240429105251.jpeg","","<Hahn, Kimber>","","<5988/22>"
"Kesetiaan; suatu tantangan","Text","","979-413-018-4","","","","","248.4 DAR k","Indonesia","","248.4 DAR k","","cover_kesetiaan-suatu-tantangan-20240112091207.jpeg","","<Darmawijaya>","","<7915/22><7916/22>"
"Hari-Hari Keluarga Kristiani","Text","","979-497-274-6","Kanisius","1994","","","248.4 DAR h","Indonesia","Yogyakarta","248.4 DAR h","","cover_hari-hari-keluarga-kristiani-20240704124639.jpeg","","<St. Darmawijaya>","","<6277/22>"
"Chicken Soup For The Soul; menjadi ""Kaya"" dan menjadi bahagia","Text","","979-65-325-X","Gramedia","","","","248.4 CHI c","Indonesia","Jakarta","248.4 CHI c","","cover_chicken-soup-for-the-soul-menjadi-kaya-dan-menjadi-bahagia-20240821152246.jpg","","<Canfield, Jack>","","<6766/22>"
"Mengapa Saya Berpindah Ke Katolik? kisah pertobatan seorang fundamentalis intelektual","Text","","979-3481-38-2","Fidei Press","2006","","","248.4 CUR m","Indonesia","Jakarta","248.4 CUR m","","cover_mengapa-saya-berpindah-ke-katolik-kisah-pertobatan-seorang-fundamenta-20240415094812.jpeg","","<Currie, David B.>","","<7022/22><7043/22><7044/22><7045/22><7072/22>"
"Spiritual Theology; an systematic study of the Christian life","Text","","978-0-8308-1542-5","","","","","248.4 CHA s","Indonesia","","248.4","","cover_spiritual-theology-an-systematic-study-of-the-christian-life-20240130083612.jpg","","<Chan, Simon.>","","<7936/22>"
"Dinamika Kehidupan Yang Bahagia","Text","","","Nusa Indah","1986","","","248.4 GAR d","Indonesia","Flores, NTT","248.4 GAR d","","cover_dinamika-kehidupan-yang-bahagia-20240902085341.jpg","","<Garon, Bob>","","<0594/24>"
"Jalan","Text","","971-554-119-4","Sinag-Tala Publisher","1939","","","248.4 ESC j","Indonesia","Manila.","248.4 ESC j","","","","<Escriva, Josemaria>","","<1562/23><1563/23>"
"Seekor Ulat Yang Diubah Allah; warisan rohani St. Theresia dari Avila bagi zaman ini.","Text","","978-979-3725-69-7","Karmelindo","2015","","","248.4 PHA s","Indonesia","Malang","248.4 PHA s","","cover_seekor-ulat-yang-diubah-allah-warisan-rohani-st-theresia-dari-avila-20240306091153.jpeg","","<Wing, Benny Phang Khong>","","<0036/21><0606/22><0607/22><0608/22><0068/23><2994/23><0076/25>"
"Demokratisi Dalam Paroki; mungkinkah?","Text","","979-21-1082-8","Kanisius","2005","202hlm","","253 BIN d","Indonesia","Yogyakarta","253 BIN d","","cover_demokratisi-dalam-paroki-mungkinkah-20241204155225.jpg","","<Binawan, Al. Andang L>","","<7969/22><7970/22><7971/22>"
"Gembira Karena Dipanggil; teologi panggilan awam","Text","","","","","108hlm","","253 BRE g","Indonesia","","253 BRE g","","cover_gembira-karena-dipanggil-teologi-panggilan-awam-20241205081246.jpeg","","<Komisi Kerasulan Awam MAWI>","","<7749/22>"
"Di Bawah Kepak Sayapmu; berteologi dengan setia dan kreatif","Text","","978-602-19780-3-0","Widya Sasana Publication","","","","253 BAW d","Indonesia","Malang","253 BAW d","","cover_di-bawah-kepak-sayapmu-berteologi-dengan-setia-dan-kreatif-20240627150031.jpeg","","<STFT Malang>","","<6242/22><6421/22>"
"Upacara Pembaptisan Untuk Bayi Dan Anak Balita","Text","","","","","","","264 HAR u","Indonesia","","264 HAR u","","","","<Paroki Hati Kudus Yesus Surabaya>","","<5363/22>"
"Percikan Permenungan; kumpulan kata-kata mutiara dari tokoh-tokoh besar sepanjang sejarah peradaban manusia","Text","","","Mitra Utama","1989","","","248.4 PER p","Indonesia","Jakarta","248.4 PER p","","cover_percikan-permenungan-kumpulan-kata-kata-mutiara-dari-tokoh-tokoh-besa-20240902081325.jpg","","<Mitra utama>","","<0494/23><0495/23>"
"Siap Menjadi Pengurus Lingkungan","Text","","978-979-565-493-3","OBOR","2014","","","253 BAG s","Indonesia","Jakarta","253 BAG s","","cover_siap-menjadi-pengurus-lingkungan-20240130084150.jpg","","<Bagiyowinadi, F.X. Didik>","","<6200/22><6334/22><8084/22><8085/22><8086/22><0065/24>"
"On Being Christian","Text","","0-00-6251-52-8","","","","","248.4 KUN o","Indonesia","","248.4 KUN o","","cover_on-being-christian-20240418092200.jpg","","<Kung, Hans>","","<7053/22>"
"Hidup Membiara Sehari-Hari","Text","","","Pen ROH","1962","","","248.894 WEZ h","Indonesia","","248.894 WEZ h","","","","<weze>","","<6116/22>"
"The Challenge Of Radical Renewal","Text","","","","","","","248.894 PRE r","Indonesia","","248.894 PRE r","","cover_the-challenge-of-radical-renewal-20240417090234.jpeg","","<Predovoch, Nicholas>","","<1949/23>"
"Persahabatan Orang Selibat; Makna Dan Tantangannya","Text","","","Kanisius","1985","","","248.89 POD p","Indonesia","Yogyakarta","248.89 POD p","","cover_persahabatan-orang-selibat-makna-dan-tantangannya-20240606100827.jpeg","","","","<6173/22>"
"3 Bulan 5 Bintang 7 Matahari","Text","","978-979-21-3109-3","Kanisius","2011","","","248.892 PRI t","Indonesia","Yogyakarta","248.892 PRI t","","cover_3-bulan-5-bintang-7-matahari-20240730095519.jpg","","<Prihatanto,Jost, Kokoh>","","<0536/23>"
"The spirituality Of The Diocesan Priest","Text","","971-0307-50-9","Claretian Publications","1997","","","248.892 COS s","Indonesia","","248.892 COS s","","cover_the-spirituality-of-the-diocesan-priest-20240625100756.jpeg","","<Cozzens, Donald>","","<6124/22>"
"Pria Dan Dunianya","Text","","979-415-460-1","PT BPK Gunung Mulia.","1989","295hlm;18cm","","248.842 PET p","Indonesia","Jakarta","248.842 PET p","","","","<Petersen, Alan>","","<6285/22>"
"Litani Serba Salah Pastor 100 Cerita Bijak","Text","","979-21-0108-X","Kanisius","2001","","","248.892 SUM l","Indonesia","Yogyakarta","248.892 SUM l","","cover_litani-serba-salah-pastor-100-cerita-bijak-20240731093132.jpg","","<Sumantri, Yustinus>","","<0567/23>"
"Harta Di Balik Derita","Text","","","Gandum Mas","1987","","","248.86 SCH h","Indonesia","Malang","248.86 SCH h","","cover_harta-di-balik-derita-20240813145327.jpg","","<Schlink, Basilea>","","<0686/23>"
"Doa Sang Katak 1 Meditasi Dengan Cerita","Text","","979-413-264-0","Kanisius","2021","","","248.8 MEL d","Indonesia","Yogyakarta","248.8 MEL d","","cover_doa-sang-katak-1-meditasi-dengan-cerita-20240109114617.jpg","","<Mello, Anthony, De>","<SPIRITUAL RENEWAL>","<0787/23><0795/23><3249/23>"
"Persiapan Perkawinan","Text","","","Yayasan Cipta Loka Caraka","1991","","","248.4 HEU p","Indonesia","Jakarta","248.4 HEU p","","","","<Heuken SJ, Adolf.>","","<5905/22>"
"Menemukan Tuhan Dalam Hidup Perkawinan; mengubah masalah menjadi berkat (edisi kedua)","Text","cet.2","978-602-19353-6-1","gracia X-press","2014","","","248.4 MAG m","Indonesia","","248.4 MAG m","","cover_menemukan-tuhan-dalam-hidup-perkawinan-mengubah-masalah-menjadi-berka-20240402124432.jpeg","","<Magdalena, M.T. Eleine>","","<0289/24>"
"Spiritualitas Imamat Motor Kehidupan Imam","Text","","979-9447-51-8","Ledalero","2003","","","248.4 LET s","Indonesia","Maumere","248.4 LET s","","0989-22.jpg.jpg","","<Leteng, Hubertus.><leteng>","","<0989/22><4648/22>"
"Percakapan Jiwa Dengan Tuhan; Misteri hdiup Spiritual Gabrielle Bosis","Text","","9*79-3481-41-2","Fidei Press","2006","","","248.4 LEK p","Indonesia","Jakarta","248.4 LEK p","","cover_percakapan-jiwa-dengan-tuhan-misteri-hdiup-spiritual-gabrielle-bosis-20240813143953.jpg","","<Leks, Stefan>","","<0570/23>"
"Luka Batin Penyebab, Dampak Dan Penyembuhannya","Text","","","","","","","248.4 LAY  l","Indonesia","","248.4 LAY  l","","cover_luka-batin-penyebab-dampak-dan-penyembuhannya-20240220153733.jpg","","<layantara Agnes, Maria>","","<6255/22><6256/22>"
"Menjadi Murid Kristus Itu Gimana Sih?","Text","","978-979-21-2386-9","","","","","235 Kri m-1","Indonesia","","NONE","","3503-22.jpg.jpg","","<Kriswanta, Gregorius>","","<3503/22>"
"Bagaimana Engkau Mengenal Aku? II","Text","","","Pastoral Care","2000","","","248.4 KRA b","Indonesia","Surabaya","248.4 KRA b","","","","<Kraengh, Thoby>","","<0653/23>"
"The Better Part; tahap-tahap hidup kontemplatif","Text","","979-21-1157-3","Kanisius","2006","","","248.4 KEA p","Indonesia","Yogyakarta","248.4 KEA p","","cover_the-better-part-tahap-tahap-hidup-kontemplatif-20240821091812.jpg","","<Keating, Thomas>","","<0881/23>"
"Cinta Dan Keheningan (Pengantar Ke Hidup Batin)","Text","","","Karmelindo","2004","","","248.4 KAR c","Indonesia","Malang","248.4 KAR c","","","","<Seorang Rahib kartusia>","","<0999/23>"
"Selamat Mengikut Dia","Text","","978-979-415-102-0","PT BPK Gunung Mulia.","2010","","","248.4 ISM s","Indonesia","Jakarta","248.4 ISM s","","cover_selamat-mengikut-dia-20240524122757.jpg","","<Ismail, Andar.>","","<5561/22>"
"Hidup Dalam Bimbingan Dan Pimpinan Roh Kudus","Text","","979-3500-04-2","","","","","248.4 IND h","Indonesia","","248.4 IND h","","7742-22.jpg.jpg","","<Indrakusuma, Yohanes.>","","<7743/22>"
"Maukah Anda Menjadi Alat Tuhan?","Text","","979-3500-050-0","Dioma","2005","","","248.4 IND m","Indonesia","Malang","248.4 IND m","","cover_maukah-anda-menjadi-alat-tuhan-20241125124843.jpg","","<Indrakusuma, Yohanes.>","","<7744/22>"
"Menyikapi Masalah-Masalah Keluarga","Text","","979-719-408-6","Yayasan Pustaka Nusantara","2007","","","248.4 IRA m","Indonesia","Yogyakarta","248.4 IRA m","","cover_menyikapi-masalah-masalah-keluarga-20240815142146.jpg","","<Irawan, Al Bagus>","","<6291/22>"
"Pengalaman Akan Allah","Text","","","Kanisius","1987","159 hlm, 21 cm","","248.4 HAR p","Indonesia","Yogyakarta","248.4 HAR p","","cover_pengalaman-akan-allah-20250411100208.jpg","","<Harjawiyata, Frans>","","<0553/23><0632/23><3207/23>"
"Gracias!; catatan harian di Amerika Latin","Text","","978-979-21-1662-5","Kanisius","2007","","","248.4 NOU g","Indonesia","Yogyakarta","248.4 NOU g","","cover_gracias-catatan-harian-di-amerika-latin-20240625094025.jpg","","<Nouwen, Henri>","","<0794/23>"
"Finding My Way Home","Text","","0-8245-1888-8","","","","","248.4 NOU f","Indonesia","","248.4","","cover_finding-my-way-home-20240117153823.jpg","","<Henri Nouwen>","","<0054/24>"
"Beyond The Mirror","Text","","979-21-0364-3","Kanisius","2004","","","248.4 NOU b","Indonesia","Yogyakarta","248.4 NOU b","","cover_beyond-the-mirror-20240715115109.jpeg","","<Nouwen, Henri J.M.>","","<5478/22>"
"Percikan Pengalaman III","Text","","","Nusa Indah","1984","","","248.3 BED p","Indonesia","Flores, NTT","248.3 BED p","","","","<Beding, Bosko>","","<0560/23><0561/23>"
"Dari Love Story Ke Doa Rutin; Renungan-renungan harian","Text","","","Nusa Indah","1985","","","248.3 MAR d","Indonesia","Flores, NTT","248.3 MAR d","","cover_dari-love-story-ke-doa-rutin-renungan-renungan-harian-20240813145055.jpg","","<mardiatmadja>","","<0625/23><0626/23>"
"Jangan Tinggalkan Kami; pesan cinta buat pastor","Text","","979-565-400-4","OBOR","2005","","","253 DOH j","Indonesia","Jakarta","253 DOH j","","cover_jangan-tinggalkan-kami-pesan-cinta-buat-pastor-20240606101530.jpeg","","<Doherty, Catherin de H.>","","<0963/22><6160/22><6167/22>"
"Menggugat Pola Pastoral","Text","","978-602-8783-01-9","Amara Books","2010","144hlm","","253 DIN m","Indonesia","Yogyakarta","253 DIN m","","cover_menggugat-pola-pastoral-20241205101014.jpeg","","<Sanga, Laurensius Dihe>","","<7731/22><7732/22>"
"Merasul Lewat Internet; kaum berjubah dan dunia maya","Text","","978-979-21-2029-5","Kanisius","2009","","","253 FUL m","Indonesia","Yogyakarta","253 FUL m","","cover_merasul-lewat-internet-kaum-berjubah-dan-dunia-maya-20240605131823.jpg","","<Tardelly, Reynaldo Fulgentio>","","<6146/22>"
